protein_id,n_samples,std_r2_mean,std_r2_std,04_r2_mean,04_r2_std,difference,std_scores,04_scores
P71716,98,0.46572383705501963,0.0646326322433608,0.4506311890418652,0.06685384993956137,-0.015092648013154408,"[0.44348467342204767, 0.400063666158061, 0.5536231715849502]","[0.4029445435012604, 0.40377342444128184, 0.5451755991830534]"
Q9Z2V5,46,0.3116652845242565,0.2063601159434659,0.2965930475538029,0.20178648248802758,-0.015072236970453623,"[0.39409881496222865, 0.512894969006952, 0.028002069603588975]","[0.365941723830679, 0.5016471966594143, 0.022190222171315388]"
P51678,36,0.12954667800763983,0.3426936389889935,0.11463442435377724,0.3353218485395666,-0.01491225365386259,"[0.40218974398887153, 0.3402232923241, -0.35377300229005204]","[0.4209447078364127, 0.27499422776911175, -0.3520356625441927]"
O15164,139,0.5069671911448742,0.22735648345952258,0.49232720578770683,0.20765321005870802,-0.014639985357167373,"[0.6935330538706239, 0.6404690476441216, 0.1868994719198771]","[0.647038795336961, 0.6311380747609533, 0.19880474726520625]"
P04839,31,0.8387809723113726,0.06813408180006897,0.8241790199630943,0.0824840796716387,-0.014601952348278324,"[0.7609918245036371, 0.8284310945824173, 0.9269199978480633]","[0.7271363715615946, 0.8166425312174489, 0.9287581571102395]"
Q8TD08,63,0.09836300365801205,0.12905262634735404,0.08382517686825415,0.12415593682035031,-0.014537826789757902,"[-0.0017524532576513874, 0.2805742111303995, 0.01626725310128807]","[-0.017806733143552744, 0.258638152492083, 0.010644111256232214]"
P02768,104,0.5072146784682611,0.019717161559479866,0.4927444311644198,0.013262677729914222,-0.014470247303841277,"[0.4887468016316897, 0.5345415114533614, 0.49835572231973224]","[0.4743594443380833, 0.5051528420824253, 0.4987210070727509]"
P05129,793,0.4323613905529094,0.0908651868166088,0.4179664023273408,0.0806819106187118,-0.014394988225568617,"[0.39354610784368493, 0.34568060825075286, 0.5578574555642904]","[0.3850617987284448, 0.33980199657400856, 0.529035411679569]"
P41180,269,0.45144675508873283,0.09116660815036995,0.4371045388567949,0.08821343149592341,-0.014342216231937932,"[0.42565521762398084, 0.573741441132332, 0.35494360650988543]","[0.4155516867922029, 0.554295344417143, 0.3414665853610388]"
P12337,40,0.1764325920878885,0.27737924771526656,0.1623883631938241,0.26780793215828297,-0.014044228894064398,"[0.07118831479733112, -0.09820908053814037, 0.5563185420044747]","[-0.0007567120765028523, -0.05204483577357011, 0.5399666374315453]"
P24822,252,0.08389264214983361,0.003321441291411964,0.06989596528152171,0.002408307590710939,-0.013996676868311894,"[0.08856097222964965, 0.08110794511565866, 0.08200900910419251]","[0.0709584204358874, 0.06656236193350884, 0.07216711347516891]"
O15146,53,-0.018946658970192654,0.10979709795550131,-0.032900884955109753,0.11839551043938625,-0.0139542259849171,"[0.1351897252722939, -0.07974877078103737, -0.11228093140183448]","[0.13132326774471792, -0.08674520421639009, -0.14328071839365708]"
Q9UNU6,79,0.5893938305278514,0.14742960800779678,0.5754737702955094,0.158755424992209,-0.013920060232342046,"[0.7058381457813914, 0.3813925853759881, 0.6809507604261749]","[0.7054611277370233, 0.3519480991387952, 0.6690120840107099]"
Q9UBF8,139,0.463405200872141,0.04317871887295428,0.4494974642462693,0.05415295672499469,-0.013907736625871692,"[0.4046695225433715, 0.5072365359385862, 0.47830954413446514]","[0.3744612780855562, 0.5002817609256147, 0.47374935372763705]"
Q8TCT1,64,0.34953274908069437,0.14538945703009865,0.33567979575889373,0.17484886561885357,-0.013852953321800643,"[0.2225460398447464, 0.2729799574420543, 0.5530722499552825]","[0.18125886031407157, 0.2456365049747785, 0.5801440219878311]"
P27361,114,0.5204849940318254,0.10222485823909455,0.5067972963567193,0.09379326037569974,-0.013687697675106025,"[0.5441217267721923, 0.38515200864014776, 0.6321812466831358]","[0.5341247707285686, 0.3807250612883052, 0.6055420570532842]"
P14618,108,0.3068538597799351,0.037563846362820626,0.29323121930984464,0.06409987856073152,-0.013622640470090486,"[0.3399269363521391, 0.2543146474974306, 0.3263199954902356]","[0.3525891717814714, 0.20421703635801092, 0.3228874497900516]"
P30536,125,0.5723791081748074,0.11648504022072216,0.5587769139364188,0.12556249254081414,-0.013602194238388599,"[0.7287442847667367, 0.5390919044396858, 0.44930113531799987]","[0.7157915414282902, 0.5520937908561963, 0.40844540952477026]"
Q8WTV0,34,-0.0993813201098402,0.5283588525740264,-0.11291631301084237,0.5313698854432739,-0.013534992901002171,"[0.12955395764204458, -0.8298328017856673, 0.4021348838141021]","[0.09711433281654891, -0.8427886424420241, 0.4069253705929481]"
Q9Y616,78,0.14177985274870933,0.18387350363522229,0.12831575093828665,0.16613556982755465,-0.01346410181042268,"[0.3721306035100512, -0.07788521937954895, 0.13109417411562574]","[0.34313493167917375, -0.06150185501468375, 0.10331417615036997]"
G5EF15,536,-0.07264692995318327,0.03083145176315078,-0.0861087207448279,0.0410192956694542,-0.013461790791644626,"[-0.11078541530354968, -0.03527578633519757, -0.07187958822080254]","[-0.13329294721066964, -0.033291438471467316, -0.09174177655234672]"
Q14397,70,0.5367355119823541,0.11354344474667476,0.523365429523869,0.12526697640951512,-0.013370082458485144,"[0.6455504615767671, 0.5845906932526769, 0.38006538111761823]","[0.6245223517398089, 0.5987360886352231, 0.34683784819657504]"
P11166,132,0.16404460941860058,0.14245648915574755,0.15068729170748021,0.13385577832163212,-0.013357317711120364,"[0.35903619022756117, 0.11041782303848102, 0.022679814989759572]","[0.3342148140848491, 0.09910176446023677, 0.018745296577354797]"
Q8NEB9,117,0.14938556944597647,0.05969132061357381,0.1361396042231021,0.05155525323554397,-0.013245965222874384,"[0.10967315420354828, 0.10472996658571043, 0.2337535875486707]","[0.11870831014515593, 0.08354433303091735, 0.20616616949323296]"
P30994,35,0.727960169978806,0.17562170164405738,0.7147235350200987,0.19803242667785406,-0.013236634958707305,"[0.835150547204179, 0.4803362711059026, 0.868393691626336]","[0.8389343962607829, 0.43523823070795153, 0.8699979780915614]"
P05771,361,0.40016831612858034,0.053075736208326334,0.38699259740601555,0.06323341269346491,-0.013175718722564789,"[0.4690605172120311, 0.3399162253231235, 0.39152820585058656]","[0.467126895147019, 0.31255151269074577, 0.3812993843802819]"
P49654,177,0.4608519427582065,0.04235234688086235,0.4479939584358586,0.042966597473536136,-0.012857984322347915,"[0.5063722347290078, 0.404379644755394, 0.4718039487902178]","[0.4876466615275552, 0.38829355391290954, 0.4680416598671111]"
Q9Y572,69,0.18274196158590647,0.17990774769287207,0.16995469728242008,0.18816105837539296,-0.012787264303486395,"[0.2773975030101966, 0.33993911081785777, -0.069110729070335]","[0.24720168488398608, 0.3518568324078113, -0.08919442544453715]"
Q9Y2K7,95,0.3725133126430706,0.016483942532544458,0.3597277041272162,0.02533779844012019,-0.012785608515854363,"[0.38548300791151846, 0.38280406620841745, 0.3492528638092758]","[0.39327634715584714, 0.35385624727735276, 0.33205051794844875]"
Q4VQ11,32,0.4796465949187196,0.10766247776198312,0.4669622622424192,0.11962494442576628,-0.01268433267630037,"[0.5953119246056245, 0.5075633458638832, 0.3360645142866511]","[0.5589030717849626, 0.5439770462086448, 0.2980066687336502]"
P9WNS1,36,0.577175683357152,0.0957762170706448,0.564494105232822,0.09116932805052878,-0.012681578124330017,"[0.49348928950159066, 0.5267851215675639, 0.7112526390023015]","[0.46547007851128797, 0.5424977193340117, 0.6855145178531661]"
O35493,113,-0.012842998621609055,0.12734683529280796,-0.025429092329155096,0.14354704808472574,-0.01258609370754604,"[-0.05820861996144444, -0.14109823812121736, 0.16077786221783463]","[-0.0957988713272413, -0.15515236870911941, 0.17466396304889542]"
O00400,131,0.13376440215423646,0.3199043687953454,0.12122388947467592,0.30551410971991594,-0.012540512679560537,"[-0.31601985246167996, 0.40083236361192853, 0.3164806953124608]","[-0.30910308198310865, 0.369888570464447, 0.3028861799426894]"
P43004,95,0.5587731776189917,0.11804776023751323,0.5462351326899585,0.1063810025927294,-0.01253804492903321,"[0.39185375616429885, 0.63971483323116, 0.6447509434615164]","[0.3958134986083247, 0.6191274223727827, 0.6237644770887679]"
O15496,57,0.4572116454093978,0.1557132387554924,0.44475164666444716,0.16097924140761222,-0.012459998744950629,"[0.23981909376279076, 0.5354895394213621, 0.5963263030440407]","[0.2196234310739299, 0.5279995617494029, 0.5866319471700088]"
Q94F81,69,0.23789499671066003,0.12540335547940337,0.22545021837380574,0.11650269240729103,-0.012444778336854284,"[0.2937343255382423, 0.06419989072557997, 0.3557507738681578]","[0.2774297378494971, 0.06406137011048674, 0.3348595471614334]"
P30518,245,0.5505993528554975,0.08971253918225634,0.5381737185962326,0.09866237157460449,-0.012425634259264906,"[0.5780547937839198, 0.6441430573019366, 0.4296002074806362]","[0.5661328088902593, 0.6425796130080427, 0.40580873389039585]"
Q9H492,45,0.17148910697060082,0.1282832304306499,0.1592141475386231,0.11360006065303513,-0.012274959431977733,"[0.02543028116600976, 0.15132519732228156, 0.33771184242351115]","[0.00914460456805799, 0.1845819292317492, 0.2839159088160621]"
O75417,82,0.666312897864548,0.07246320516087039,0.6541102976689133,0.07166193370647095,-0.012202600195634683,"[0.7570557093098607, 0.5797021810233738, 0.6621808032604093]","[0.7480162174094083, 0.5741511597088788, 0.6401635158884527]"
O69002,52,-0.1135886602521371,0.27195435416697905,-0.12576393056249102,0.27595843965608724,-0.012175270310353925,"[-0.44574856427501697, 0.22039336067211124, -0.11541077715350556]","[-0.4862609984003825, 0.18394884045050908, -0.07497963373759964]"
Q14832,74,0.44384344754419125,0.03186238180296271,0.43170366832003415,0.034602728837437376,-0.012139779224157099,"[0.39905156433360345, 0.4704917367450433, 0.4619870415539271]","[0.3828360933618551, 0.45390287468045887, 0.4583720369177885]"
O54967,39,0.09626576988591702,0.20905872922340507,0.08425367700207971,0.22553533346648522,-0.012012092883837311,"[-0.14602865164945356, 0.3641385352321679, 0.07068742607503675]","[-0.17388205469033458, 0.3755674610726738, 0.05107562462389992]"
P14780,485,0.49981206121998567,0.0444993262804458,0.4878173184513978,0.04639240125975466,-0.011994742768587863,"[0.5459027865111132, 0.5138749030678182, 0.43965849408102553]","[0.5290560971128405, 0.5113896103837097, 0.42300624785764307]"
Q13177,69,0.20630893202853332,0.07649595201463187,0.19441966652370532,0.09893025501032014,-0.011889265504827995,"[0.17265049707474245, 0.13410007714712036, 0.31217622186373717]","[0.13268761765708292, 0.1165536412124395, 0.3340177407015935]"
Q8NEV4,49,0.029839727862287724,0.16146940632202972,0.018020381529249268,0.16637657830908245,-0.011819346333038456,"[0.15700199780828827, 0.13051714394103164, -0.19799995816245675]","[0.13579710931281608, 0.13553561881727194, -0.21727158354234022]"
P08483,93,0.3690862066667042,0.3173069706732969,0.35732907451701007,0.3523211090642497,-0.01175713214969415,"[0.5929155304658591, -0.07965318088778495, 0.5939962704220385]","[0.6071547129441691, -0.14092756562674258, 0.6057600762336037]"
P9WI81,64,0.7567218152605352,0.06279396581993454,0.7450280617716087,0.06226510250116287,-0.011693753488926428,"[0.7021667306471586, 0.7233163263952955, 0.8446823887391511]","[0.7128792235665246, 0.6901077371548585, 0.8320972245934428]"
O07855,48,0.23344041598097284,0.1256352086132472,0.22178896181360874,0.12583468471755282,-0.0116514541673641,"[0.0982258072373432, 0.20122755379476398, 0.4008678869108113]","[0.08963943097575766, 0.18464586084569812, 0.39108159361937045]"
Q8R4B8,134,0.5231419524494632,0.2238767745290151,0.5115198418456477,0.2280554579088829,-0.011622110603815461,"[0.7293494021121496, 0.2119755422610834, 0.6281009129751566]","[0.7109807473095671, 0.19230032738923564, 0.6312784508381404]"
Q13370,62,0.6617931236637847,0.015588427172995576,0.6503349449827286,0.018228495175160613,-0.011458178681056141,"[0.6796320733020462, 0.6416563631014647, 0.6640909345878432]","[0.6757161412405273, 0.6415511629383939, 0.6337375307692648]"
Q81R22,30,0.44799062097403536,0.23949731204440894,0.4365981729143411,0.24865614550907758,-0.011392448059694249,"[0.7803654061134985, 0.22537898390455635, 0.3382274729040512]","[0.7681227172952858, 0.16928086439428724, 0.3723909370534504]"
O14939,74,0.2461429160281573,0.23399945822552998,0.23483135549965886,0.24312700081058755,-0.011311560528498438,"[-0.08434463412467985, 0.42612114291807424, 0.3966522392910775]","[-0.1071134866123662, 0.4369710911570911, 0.3746364619542517]"
P50130,220,0.3808016680731681,0.18432980058403278,0.3695743409080599,0.1931651449643985,-0.011227327165108214,"[0.6131557699230212, 0.16227769931392177, 0.3669715349825615]","[0.60673841728351, 0.13358676408858894, 0.368397841352081]"
P30304,91,0.022781547572565453,0.10242277032933289,0.011576510798843476,0.11254291718543341,-0.011205036773721977,"[-0.03530255243090963, -0.06309077845408018, 0.16673797360268616]","[-0.07650175026603057, -0.05919083609378428, 0.17042211875634528]"
P51582,128,0.22417324512636397,0.06087603192350085,0.21303649144236728,0.038592781215529746,-0.011136753683996692,"[0.3090318566050816, 0.19431767938569622, 0.16917019938831412]","[0.26761120946392625, 0.1863007279129999, 0.1851975369501757]"
P33527,142,0.7218694201631471,0.011622278076579753,0.7108329464234752,0.0034842475028260883,-0.011036473739671981,"[0.7203696567973383, 0.7084443572634807, 0.7367942464286222]","[0.7136727807990731, 0.7059256983751464, 0.7129003600962062]"
P48730,822,0.5381650584342476,0.00963960689940327,0.5271729375812447,0.004125640937682986,-0.01099212085300283,"[0.5366106530831143, 0.5272131989236969, 0.5506713232959318]","[0.5309619911498455, 0.5214360580657738, 0.5291207635281148]"
P33261,165,0.3906091721493057,0.13543219869623518,0.3796405989712688,0.13943879803320294,-0.0109685731780369,"[0.4402413685962606, 0.5259970204203916, 0.20558912743126478]","[0.4165970432344428, 0.5289134826958988, 0.19341127098346478]"
O14843,44,0.10341300848993003,0.09103664996280454,0.09254341247560027,0.1108423799561566,-0.010869596014329755,"[0.17702294473189317, 0.1580831212353565, -0.02486704049745958]","[0.16361434389992113, 0.17800687990492292, -0.06399098637804324]"
Q96RU2,139,0.13921865701399183,0.02963615449969982,0.12837678806939298,0.045947602191530434,-0.010841868944598848,"[0.16463382760513345, 0.09764925770470223, 0.1553728857321398]","[0.18747184806147665, 0.07542832573881109, 0.12223019040789118]"
P37023,72,0.3562374687096754,0.28822073408183957,0.345443674933468,0.3007555818785075,-0.010793793776207372,"[-0.03176925390776919, 0.6583836741402523, 0.44209798589654303]","[-0.06673569683998615, 0.6424289281485851, 0.4606377934918052]"
Q9UQ49,41,0.3498977412599466,0.3711532562184599,0.33913168479947897,0.36612635834569535,-0.010766056460467632,"[0.6769763181692053, -0.1691648415054905, 0.5418817471161249]","[0.649111328411593, -0.1750339029246044, 0.5433176289114482]"
Q13882,468,0.18403417110489287,0.05430253406444969,0.17330170926998892,0.06150027286264481,-0.01073246183490395,"[0.10726150538158996, 0.22403795784056035, 0.22080305009252832]","[0.08748362095095596, 0.20396873026257578, 0.22845277659643504]"
A3EZJ3,248,0.6425193242191346,0.06450215548782866,0.6318280752066637,0.05635808482344129,-0.010691249012470871,"[0.7231223711449684, 0.6392063626851155, 0.5652292388273198]","[0.7007356031800249, 0.6320609805455273, 0.5626876418944391]"
Q5VT25,773,0.4157071926153826,0.03577165130112899,0.4050954020689379,0.04107347088095459,-0.010611790546444677,"[0.42940838801209313, 0.45103033661420433, 0.36668285321985017]","[0.42087296147069686, 0.44561991062454753, 0.3487933341115692]"
P01721,38,0.6899282842941963,0.07564818248454783,0.6793406153453593,0.06766617703699696,-0.010587668948837003,"[0.5924046141497243, 0.7006004673466601, 0.7767797713862046]","[0.6031566927455758, 0.6672820559581636, 0.7675830973323383]"
Q9UK32,123,0.25151611418427267,0.10964902546045943,0.24106287392373013,0.11970082470640774,-0.010453240260542535,"[0.26867559691106435, 0.10946904614106945, 0.3764036995006842]","[0.2743964223811385, 0.08066340660288551, 0.36812879278716637]"
P37173,116,0.15737541809579322,0.4182465641224885,0.14693137593178487,0.4208880961609174,-0.01044404216400835,"[-0.4321230939271947, 0.41012573552054754, 0.4941236126940268]","[-0.4477640739055362, 0.4225264988903994, 0.46603170281049144]"
Q09472,318,0.6926375481427002,0.09989729428375156,0.682195349527361,0.11578795317329088,-0.010442198615339127,"[0.7522573470778191, 0.7737479524478214, 0.5519073449024605]","[0.757359736723157, 0.7706012955426849, 0.5186250163162414]"
P37230,41,0.36332998923127224,0.3917795777205404,0.3528879586747158,0.4128735539516719,-0.010442030556556459,"[0.5086341010731988, 0.7537134531030124, -0.17235758648239452]","[0.5204240761537717, 0.7535222062200146, -0.21528240634963902]"
P13612,36,0.7518329147772645,0.042676521799091455,0.741534740534309,0.027306647496001268,-0.010298174242955538,"[0.7825132108267663, 0.7815035193016401, 0.6914820142033873]","[0.769006794326763, 0.7513028450094961, 0.7042945822666679]"
P36896,74,-0.022826072013689174,0.122099347301049,-0.03308386026186657,0.12445262258953657,-0.010257788248177396,"[0.0524214584449566, 0.07414486096950912, -0.19504453545553324]","[0.05560500755980646, 0.05422806324122054, -0.2090846515866267]"
P14174,155,0.42250817439550165,0.09862260526451261,0.4122847766979871,0.10138836735891903,-0.010223397697514569,"[0.48353131275021966, 0.283383715362723, 0.5006094950735622]","[0.4746644146597121, 0.26928714435247747, 0.4929027710817717]"
Q9UGL1,204,0.3953006694891146,0.05047733941755274,0.3851063620462867,0.05777366445937064,-0.010194307442827899,"[0.45266732468508475, 0.40341058645765615, 0.32982409732460294]","[0.44870328731349207, 0.39772937822658694, 0.3088864205987809]"
Q9HC97,309,0.5165250604028567,0.1899191682657261,0.5063887670522987,0.19708870366779357,-0.01013629335055799,"[0.24867399762372178, 0.6676491916826396, 0.6332519919022087]","[0.2281194381676258, 0.659328181464566, 0.6317186815247046]"
Q6IQ20,98,0.2109277216009264,0.1425011110791603,0.20083505641364882,0.13921349165339117,-0.010092665187277583,"[0.3036217804104415, 0.31955071698888926, 0.009610667403448403]","[0.297918523575048, 0.3006230052651393, 0.003963640400759139]"
Q8NI60,64,0.20514575417852995,0.170634474079592,0.1950945762378686,0.2034513331677678,-0.010051177940661349,"[0.12115654191876257, 0.05122317171941759, 0.44305754889740967]","[0.08660050419478371, 0.018559367057910503, 0.4801238574609116]"
P15735,624,-0.1364967990184366,0.13714644159349507,-0.14653402643542043,0.13748735342057547,-0.010037227416983846,"[0.05734053324376098, -0.2392495142359543, -0.22758141606311644]","[0.04786903357624206, -0.24685745001211679, -0.24061366287038655]"
P00766,74,0.3667933217548491,0.13172440486687426,0.35684289393509555,0.13784361510153986,-0.009950427819753527,"[0.39709428964416116, 0.192462541400661, 0.510823134219725]","[0.3561438587119937, 0.18837023631865735, 0.5260145867746355]"
Q7L7X3,967,0.3990522228080955,0.030884433743836356,0.38914484479111805,0.024943071722223244,-0.009907378016977442,"[0.4260308445837975, 0.4153099764280046, 0.3558158474124844]","[0.41442557945116765, 0.3978093731824076, 0.3551995817397787]"
Q9GZN0,294,0.47714533370634776,0.04047229434179122,0.4673621616299857,0.04209374047778612,-0.00978317207636209,"[0.45809456690649675, 0.5334126803426003, 0.4399287538699461]","[0.45487274907455455, 0.5240135679745772, 0.42320016784082526]"
P55085,75,0.24516152232973018,0.11581875578187774,0.23541966966293174,0.10873974696990639,-0.009741852666798445,"[0.11704856114228057, 0.22083656727019896, 0.397599438576711]","[0.10261715112827263, 0.23467096869380588, 0.3689708891667167]"
O94921,53,-0.4537367826631609,0.6017343013114895,-0.46346824871705444,0.5996288896492528,-0.009731466053893523,"[-1.3046080081754141, -0.04012793018603866, -0.01647440962803004]","[-1.3113062345221769, -0.025048555058032607, -0.054049956570953794]"
Q02294,42,0.7465786859863671,0.05099747581776771,0.7369145389590543,0.055622746090984554,-0.009664147027312775,"[0.7395958777985878, 0.6879046326136279, 0.8122355475468852]","[0.7535235504460835, 0.6620221936566457, 0.7951978727744337]"
P49881,93,0.2677764977363593,0.053472376356164676,0.25811833973682,0.047436149000033165,-0.009658157999539285,"[0.22108827100796447, 0.23960265633251998, 0.3426385658685934]","[0.2064249335116085, 0.2469363220700569, 0.3209937636287947]"
O14976,267,0.30278167903888803,0.022110628497039674,0.29313272948279784,0.03512053674729526,-0.009648949556090192,"[0.33026193759693523, 0.30196232299478765, 0.27612077652494116]","[0.33833290490135803, 0.2883620068414531, 0.25270327670558235]"
Q9HBA0,227,0.6240518319224607,0.025289237638055514,0.6144141319075531,0.025588097420023572,-0.009637700014907602,"[0.6273165817118769, 0.5915759104242824, 0.653263003631223]","[0.6184910232683599, 0.5812363170622314, 0.6435150553920679]"
Q8N568,53,0.2029775013771835,0.2055498122326844,0.19340210384187942,0.19248742215122522,-0.009575397535304092,"[0.3471672654330257, -0.08771077469428623, 0.3494760133928111]","[0.3395491338344493, -0.07856307952666075, 0.31922025721784975]"
P51955,989,0.5285048237992053,0.02766004420377913,0.5190000363871949,0.0383022247362646,-0.00950478741201033,"[0.5491110378184684, 0.48940666468201943, 0.546996768897128]","[0.5536437891040696, 0.46561642923432667, 0.5377398908231885]"
Q96L34,73,0.06981978468008339,0.21100125548238274,0.060330611936776614,0.1815554618316319,-0.009489172743306774,"[0.12332782607790294, 0.2972998330042681, -0.21116830504192086]","[0.0631970288439947, 0.28124266725537217, -0.16344786028903702]"
P9WPX7,38,0.08005825060294895,0.24298345492947657,0.0705819599551694,0.2274878708395696,-0.00947629064777955,"[-0.03094408333134213, 0.4171980165760769, -0.14607918143588794]","[-0.06094591547502515, 0.39061231416543707, -0.11792051882490373]"
P63085,326,0.4801228639978124,0.10657258417505892,0.4706757770984708,0.09869760507612,-0.009447086899341595,"[0.5008123564790522, 0.599066679595727, 0.3404895559186579]","[0.4871745646021792, 0.5824583306765805, 0.34239443601665265]"
P25021,258,0.5431220801113051,0.10705485952814082,0.5337573503812966,0.11859241116304747,-0.00936472973000857,"[0.3960730252741783, 0.6478483066264834, 0.5854449084332537]","[0.370742547262351, 0.6494095971046668, 0.5811199067768718]"
O15244,34,-0.1030987743076693,0.06695804753564474,-0.11245034575803999,0.04952139165770636,-0.009351571450370688,"[-0.060148072577802525, -0.05148857180969446, -0.19765967853551092]","[-0.12245764128342418, -0.04741801422854652, -0.16747538176214927]"
Q6QIY3,46,0.17025507643332605,0.18920329006787928,0.16099968174935944,0.20710781925861482,-0.009255394683966606,"[0.2773056441005468, 0.3291020116641673, -0.09564242646473597]","[0.31909799841263986, 0.2954784253375069, -0.1315773785020684]"
P48067,511,0.5728906866475914,0.024902952209961533,0.5636380156443025,0.030207395661823427,-0.00925267100328886,"[0.5535853143105597, 0.6080524396817115, 0.557034305950503]","[0.5363142986283574, 0.6057391251151492, 0.5488606231894008]"
P51452,174,-0.062169517004921605,0.0529268929247611,-0.07136637163935451,0.04784729033329558,-0.009196854634432906,"[-0.06374912852123349, -0.12618721553906842, 0.0034277930455370864]","[-0.052456418664960536, -0.1370872796236633, -0.02455541662943972]"
P11497,93,0.597068880559945,0.09243373347895285,0.587906146033285,0.0970473631773016,-0.009162734526660055,"[0.6109391174123484, 0.7027024301747697, 0.47756509409271686]","[0.6101961056766297, 0.6940414046314936, 0.45948092779173133]"
Q96KS0,47,0.8849050163444566,0.031025408075680817,0.875817384429057,0.04175944674714776,-0.00908763191539963,"[0.8883271889449652, 0.9210763860154434, 0.845311474072961]","[0.8902226449292227, 0.9182145872571567, 0.8190149211007914]"
Q99N23,60,0.41280091964780646,0.28981009873803826,0.40377055943609114,0.2820360670232225,-0.009030360211715327,"[0.2573121929309188, 0.16213657134683357, 0.8189539946656672]","[0.2670095005151517, 0.1476686945744513, 0.7966334832186703]"
P17712,39,0.607406837421586,0.17864510575024678,0.5983839216944138,0.19776868925673766,-0.009022915727172176,"[0.3550517826136619, 0.7231533798556369, 0.7440153497954591]","[0.3198439999668883, 0.7157377770987186, 0.7595699880176344]"
P29476,332,0.6018311248856884,0.12392298850448744,0.5928204412681429,0.1262189716307926,-0.009010683617545423,"[0.662915145826155, 0.42903259467335864, 0.7135456341575515]","[0.6485177188032627, 0.4181038238405492, 0.7118397811606166]"
O95931,100,0.20713590107543675,0.12963081177803554,0.1981918060311669,0.14585546896817775,-0.00894409504426985,"[0.3590753639050299, 0.04232912350511042, 0.22000321581616988]","[0.36983554142498176, 0.01330153864528627, 0.21143833802323264]"
P42679,470,-0.0519477766699562,0.15986262183764813,-0.0608527378858729,0.16459209163152186,-0.008904961215916697,"[-0.03861122785372073, -0.25406601690172015, 0.13683391474557227]","[-0.006224248189066195, -0.2841201175051784, 0.10778615203662589]"
Q63008,45,0.20421779012148175,0.5002361530044084,0.19538423125896398,0.48308109234098795,-0.00883355886251777,"[0.5709421791435485, 0.5447727932965605, -0.5030616020756637]","[0.5752552861887138, 0.49720524811857736, -0.4863078405303993]"
P03468,44,0.727824402533012,0.12506846437376334,0.7190407812717733,0.1399559561296934,-0.008783621261238661,"[0.5599327789327789, 0.763578065440646, 0.8599623632256111]","[0.5340828210184434, 0.7504917416987897, 0.872547781098087]"
P06241,896,0.23561197685536742,0.0505653176097581,0.22683635344888128,0.0576966583630648,-0.008775623406486133,"[0.19290397427967543, 0.30663787064248893, 0.20729408564393792]","[0.16897258221631284, 0.3055898665321106, 0.20594661159822036]"
P51957,596,0.22793811023899155,0.10939010326130646,0.21923005327845682,0.12030686261355648,-0.008708056960534727,"[0.31986755708134484, 0.2897278514108105, 0.0742189222248193]","[0.3261600388752901, 0.2803735044231961, 0.0511566165368843]"
O35543,53,0.5684316927816587,0.09101714122591048,0.5597790081814762,0.12193846655834836,-0.008652684600182536,"[0.6967962363471636, 0.5125009639952622, 0.49599787800255046]","[0.7243638511228109, 0.5220663640250158, 0.43290680939660164]"
Q9UHL4,143,0.5751038134592061,0.06574854341180786,0.5664779056805995,0.07666800667724842,-0.008625907778606612,"[0.6413287946019439, 0.5985156127608167, 0.48546703301485794]","[0.6437376931924388, 0.5937279694004782, 0.46196805444888156]"
P56658,67,0.8527354162780356,0.03029258931953053,0.8441890110612889,0.029622923736712357,-0.008546405216746766,"[0.8541438974678373, 0.8891118119651092, 0.8149505394011602]","[0.8590100167805859, 0.8707127056751042, 0.8028443107281765]"
Q00975,206,0.7393318680807411,0.10334614564972672,0.7308086018384573,0.11456254244500362,-0.008523266242283833,"[0.7458957269673848, 0.6096049879736267, 0.8624948893012121]","[0.7472061621693558, 0.583020408719909, 0.8621992346261069]"
P30551,162,0.4427899187345132,0.06056347702010273,0.43431890148219693,0.05943792807325364,-0.008471017252316249,"[0.4303049742529097, 0.3756498539238118, 0.522414928026818]","[0.4228033448130838, 0.36796672969603694, 0.5121866299374702]"
P35353,349,0.4145365216962431,0.043541287575608746,0.4061144902921752,0.04335203177366697,-0.008422031404067887,"[0.4622119172913365, 0.35694888942837033, 0.4244487583690224]","[0.4542928160978925, 0.34918884340768175, 0.41486181137095157]"
P06730,48,0.37967167176408,0.2242018304600377,0.37127252948895784,0.21787497702517808,-0.008399142275122173,"[0.6526153929231227, 0.3829352218088464, 0.10346440056027095]","[0.6469965647580809, 0.3525173995719686, 0.11430362413682404]"
P11712,466,0.5348093700804638,0.041608102758953776,0.5265024851992811,0.040852175939792915,-0.008306884881182697,"[0.5301657755763357, 0.4863307825371308, 0.5879315521279249]","[0.5146101001115786, 0.48348666388322226, 0.5814106916030426]"
Q7TMR0,97,0.47220360585306304,0.13786289629895201,0.46390493540024735,0.16183273238582388,-0.008298670452815682,"[0.3012092495828339, 0.4765838014462902, 0.638817766530065]","[0.25736278051728523, 0.4817944949387337, 0.6525575307447231]"
P13726,141,0.533618103223075,0.026213395043476695,0.5253413596913026,0.02799307775651622,-0.008276743531772435,"[0.5694726976993058, 0.5075330390866696, 0.5238485728832498]","[0.5521663230045795, 0.48671509983990413, 0.5371426562294243]"
P51683,43,0.08231428659145672,0.4228392548423003,0.07405707018645265,0.40103174279799186,-0.00825721640500407,"[0.14140298497850312, 0.5681056992518739, -0.4625658244560069]","[0.0770979926682932, 0.563691118942373, -0.41861790105130825]"
