protein,n_samples,status,cv_results,avg_accuracy,avg_precision,avg_recall,avg_f1,avg_auc
ADRB1,699,success,"[{""fold"": 1, ""accuracy"": 0.7928571428571428, ""precision"": 0.7878787878787878, ""recall"": 0.9069767441860463, ""f1"": 0.8432432432432433, ""auc"": NaN, ""n_train"": 559.0, ""n_test"": 140.0, ""n_train_active"": 366.0, ""n_train_inactive"": 193.0, ""n_test_active"": 86.0, ""n_test_inactive"": 54.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.7928571428571428, ""precision"": 0.797979797979798, ""recall"": 0.8977272727272727, ""f1"": 0.8449197860962567, ""auc"": NaN, ""n_train"": 559.0, ""n_test"": 140.0, ""n_train_active"": 364.0, ""n_train_inactive"": 195.0, ""n_test_active"": 88.0, ""n_test_inactive"": 52.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.75, ""precision"": 0.826530612244898, ""recall"": 0.8181818181818182, ""f1"": 0.8223350253807107, ""auc"": NaN, ""n_train"": 559.0, ""n_test"": 140.0, ""n_train_active"": 353.0, ""n_train_inactive"": 206.0, ""n_test_active"": 99.0, ""n_test_inactive"": 41.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8142857142857143, ""precision"": 0.8555555555555555, ""recall"": 0.8555555555555555, ""f1"": 0.8555555555555555, ""auc"": NaN, ""n_train"": 559.0, ""n_test"": 140.0, ""n_train_active"": 362.0, ""n_train_inactive"": 197.0, ""n_test_active"": 90.0, ""n_test_inactive"": 50.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8129496402877698, ""precision"": 0.8539325842696629, ""recall"": 0.8539325842696629, ""f1"": 0.8539325842696629, ""auc"": NaN, ""n_train"": 560.0, ""n_test"": 139.0, ""n_train_active"": 363.0, ""n_train_inactive"": 197.0, ""n_test_active"": 89.0, ""n_test_inactive"": 50.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.7925899280575539,0.8243754675857404,0.8664747949840711,0.8439972389090858,
ADRB2,880,success,"[{""fold"": 1, ""accuracy"": 0.8522727272727273, ""precision"": 0.8689655172413793, ""recall"": 0.9473684210526316, ""f1"": 0.9064748201438848, ""auc"": NaN, ""n_train"": 704.0, ""n_test"": 176.0, ""n_train_active"": 542.0, ""n_train_inactive"": 162.0, ""n_test_active"": 133.0, ""n_test_inactive"": 43.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8977272727272727, ""precision"": 0.9477611940298508, ""recall"": 0.9202898550724636, ""f1"": 0.9338235294117648, ""auc"": NaN, ""n_train"": 704.0, ""n_test"": 176.0, ""n_train_active"": 537.0, ""n_train_inactive"": 167.0, ""n_test_active"": 138.0, ""n_test_inactive"": 38.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8863636363636364, ""precision"": 0.8888888888888888, ""recall"": 0.9696969696969696, ""f1"": 0.927536231884058, ""auc"": NaN, ""n_train"": 704.0, ""n_test"": 176.0, ""n_train_active"": 543.0, ""n_train_inactive"": 161.0, ""n_test_active"": 132.0, ""n_test_inactive"": 44.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8352272727272727, ""precision"": 0.8531468531468531, ""recall"": 0.9384615384615383, ""f1"": 0.8937728937728938, ""auc"": NaN, ""n_train"": 704.0, ""n_test"": 176.0, ""n_train_active"": 545.0, ""n_train_inactive"": 159.0, ""n_test_active"": 130.0, ""n_test_inactive"": 46.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.875, ""precision"": 0.9411764705882352, ""recall"": 0.9014084507042254, ""f1"": 0.920863309352518, ""auc"": NaN, ""n_train"": 704.0, ""n_test"": 176.0, ""n_train_active"": 533.0, ""n_train_inactive"": 171.0, ""n_test_active"": 142.0, ""n_test_inactive"": 34.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8693181818181819,0.8999877847790415,0.9354450469975657,0.9164941569130238,
CNRIP1,0,failed,[],,,,,
CNR2,4843,success,"[{""fold"": 1, ""accuracy"": 0.8328173374613003, ""precision"": 0.8465991316931982, ""recall"": 0.9126365054602184, ""f1"": 0.8783783783783784, ""auc"": NaN, ""n_train"": 3874.0, ""n_test"": 969.0, ""n_train_active"": 2547.0, ""n_train_inactive"": 1327.0, ""n_test_active"": 641.0, ""n_test_inactive"": 328.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8183694530443757, ""precision"": 0.8365243004418262, ""recall"": 0.8973143759873617, ""f1"": 0.8658536585365854, ""auc"": NaN, ""n_train"": 3874.0, ""n_test"": 969.0, ""n_train_active"": 2555.0, ""n_train_inactive"": 1319.0, ""n_test_active"": 633.0, ""n_test_inactive"": 336.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8183694530443757, ""precision"": 0.836764705882353, ""recall"": 0.8974763406940063, ""f1"": 0.8660578386605784, ""auc"": NaN, ""n_train"": 3874.0, ""n_test"": 969.0, ""n_train_active"": 2554.0, ""n_train_inactive"": 1320.0, ""n_test_active"": 634.0, ""n_test_inactive"": 335.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8326446280991735, ""precision"": 0.8464912280701754, ""recall"": 0.910377358490566, ""f1"": 0.8772727272727273, ""auc"": NaN, ""n_train"": 3875.0, ""n_test"": 968.0, ""n_train_active"": 2552.0, ""n_train_inactive"": 1323.0, ""n_test_active"": 636.0, ""n_test_inactive"": 332.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8212809917355371, ""precision"": 0.8388489208633093, ""recall"": 0.90527950310559, ""f1"": 0.8707991038088125, ""auc"": NaN, ""n_train"": 3875.0, ""n_test"": 968.0, ""n_train_active"": 2544.0, ""n_train_inactive"": 1331.0, ""n_test_active"": 644.0, ""n_test_inactive"": 324.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8246963726769525,0.8410456573901725,0.9046168167475483,0.8716723413314164,
CHRM1,1364,success,"[{""fold"": 1, ""accuracy"": 0.7765567765567766, ""precision"": 0.7655172413793103, ""recall"": 0.8043478260869565, ""f1"": 0.784452296819788, ""auc"": NaN, ""n_train"": 1091.0, ""n_test"": 273.0, ""n_train_active"": 557.0, ""n_train_inactive"": 534.0, ""n_test_active"": 138.0, ""n_test_inactive"": 135.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8131868131868132, ""precision"": 0.7837837837837838, ""recall"": 0.8592592592592593, ""f1"": 0.8197879858657244, ""auc"": NaN, ""n_train"": 1091.0, ""n_test"": 273.0, ""n_train_active"": 560.0, ""n_train_inactive"": 531.0, ""n_test_active"": 135.0, ""n_test_inactive"": 138.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8095238095238095, ""precision"": 0.8322147651006712, ""recall"": 0.8211920529801324, ""f1"": 0.8266666666666667, ""auc"": NaN, ""n_train"": 1091.0, ""n_test"": 273.0, ""n_train_active"": 544.0, ""n_train_inactive"": 547.0, ""n_test_active"": 151.0, ""n_test_inactive"": 122.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.7765567765567766, ""precision"": 0.7697841726618705, ""recall"": 0.7867647058823529, ""f1"": 0.7781818181818182, ""auc"": NaN, ""n_train"": 1091.0, ""n_test"": 273.0, ""n_train_active"": 559.0, ""n_train_inactive"": 532.0, ""n_test_active"": 136.0, ""n_test_inactive"": 137.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.7389705882352942, ""precision"": 0.7461538461538462, ""recall"": 0.7185185185185186, ""f1"": 0.7320754716981132, ""auc"": NaN, ""n_train"": 1092.0, ""n_test"": 272.0, ""n_train_active"": 560.0, ""n_train_inactive"": 532.0, ""n_test_active"": 135.0, ""n_test_inactive"": 137.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.7829589528118941,0.7794907618158964,0.798016472545444,0.7882328478464221,
CHRM2,855,success,"[{""fold"": 1, ""accuracy"": 0.8128654970760234, ""precision"": 0.8673469387755102, ""recall"": 0.8173076923076923, ""f1"": 0.8415841584158416, ""auc"": NaN, ""n_train"": 684.0, ""n_test"": 171.0, ""n_train_active"": 424.0, ""n_train_inactive"": 260.0, ""n_test_active"": 104.0, ""n_test_inactive"": 67.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8713450292397661, ""precision"": 0.8598130841121495, ""recall"": 0.9292929292929292, ""f1"": 0.8932038834951457, ""auc"": NaN, ""n_train"": 684.0, ""n_test"": 171.0, ""n_train_active"": 429.0, ""n_train_inactive"": 255.0, ""n_test_active"": 99.0, ""n_test_inactive"": 72.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8654970760233918, ""precision"": 0.853448275862069, ""recall"": 0.9428571428571428, ""f1"": 0.8959276018099548, ""auc"": NaN, ""n_train"": 684.0, ""n_test"": 171.0, ""n_train_active"": 423.0, ""n_train_inactive"": 261.0, ""n_test_active"": 105.0, ""n_test_inactive"": 66.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8654970760233918, ""precision"": 0.8793103448275862, ""recall"": 0.918918918918919, ""f1"": 0.8986784140969163, ""auc"": NaN, ""n_train"": 684.0, ""n_test"": 171.0, ""n_train_active"": 417.0, ""n_train_inactive"": 267.0, ""n_test_active"": 111.0, ""n_test_inactive"": 60.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8245614035087719, ""precision"": 0.8623853211009175, ""recall"": 0.8623853211009175, ""f1"": 0.8623853211009175, ""auc"": NaN, ""n_train"": 684.0, ""n_test"": 171.0, ""n_train_active"": 419.0, ""n_train_inactive"": 265.0, ""n_test_active"": 109.0, ""n_test_inactive"": 62.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8479532163742689,0.8644607929356465,0.8941524008955202,0.8783558757837551,
CHRM3,1302,success,"[{""fold"": 1, ""accuracy"": 0.8850574712643678, ""precision"": 0.910377358490566, ""recall"": 0.946078431372549, ""f1"": 0.9278846153846154, ""auc"": NaN, ""n_train"": 1041.0, ""n_test"": 261.0, ""n_train_active"": 786.0, ""n_train_inactive"": 255.0, ""n_test_active"": 204.0, ""n_test_inactive"": 57.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.9118773946360154, ""precision"": 0.9095477386934674, ""recall"": 0.9731182795698924, ""f1"": 0.9402597402597402, ""auc"": NaN, ""n_train"": 1041.0, ""n_test"": 261.0, ""n_train_active"": 804.0, ""n_train_inactive"": 237.0, ""n_test_active"": 186.0, ""n_test_inactive"": 75.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.903846153846154, ""precision"": 0.9455445544554456, ""recall"": 0.9317073170731708, ""f1"": 0.9385749385749386, ""auc"": NaN, ""n_train"": 1042.0, ""n_test"": 260.0, ""n_train_active"": 785.0, ""n_train_inactive"": 257.0, ""n_test_active"": 205.0, ""n_test_inactive"": 55.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8923076923076924, ""precision"": 0.9154929577464788, ""recall"": 0.951219512195122, ""f1"": 0.9330143540669856, ""auc"": NaN, ""n_train"": 1042.0, ""n_test"": 260.0, ""n_train_active"": 785.0, ""n_train_inactive"": 257.0, ""n_test_active"": 205.0, ""n_test_inactive"": 55.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.903846153846154, ""precision"": 0.9064039408866996, ""recall"": 0.968421052631579, ""f1"": 0.9363867684478372, ""auc"": NaN, ""n_train"": 1042.0, ""n_test"": 260.0, ""n_train_active"": 800.0, ""n_train_inactive"": 242.0, ""n_test_active"": 190.0, ""n_test_inactive"": 70.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8993869731800765,0.9174733100545314,0.9541089185684626,0.9352240833468235,
CHRNA10,0,failed,[],,,,,
CHRNA9,0,failed,[],,,,,
CHRNA7,1614,success,"[{""fold"": 1, ""accuracy"": 0.8513931888544891, ""precision"": 0.8439306358381503, ""recall"": 0.874251497005988, ""f1"": 0.8588235294117647, ""auc"": NaN, ""n_train"": 1291.0, ""n_test"": 323.0, ""n_train_active"": 664.0, ""n_train_inactive"": 627.0, ""n_test_active"": 167.0, ""n_test_inactive"": 156.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.7987616099071208, ""precision"": 0.7777777777777778, ""recall"": 0.7933333333333333, ""f1"": 0.7854785478547854, ""auc"": NaN, ""n_train"": 1291.0, ""n_test"": 323.0, ""n_train_active"": 681.0, ""n_train_inactive"": 610.0, ""n_test_active"": 150.0, ""n_test_inactive"": 173.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8018575851393189, ""precision"": 0.7988826815642458, ""recall"": 0.8362573099415205, ""f1"": 0.8171428571428572, ""auc"": NaN, ""n_train"": 1291.0, ""n_test"": 323.0, ""n_train_active"": 660.0, ""n_train_inactive"": 631.0, ""n_test_active"": 171.0, ""n_test_inactive"": 152.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8111455108359134, ""precision"": 0.8074866310160428, ""recall"": 0.8579545454545454, ""f1"": 0.8319559228650137, ""auc"": NaN, ""n_train"": 1291.0, ""n_test"": 323.0, ""n_train_active"": 655.0, ""n_train_inactive"": 636.0, ""n_test_active"": 176.0, ""n_test_inactive"": 147.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.8416149068322981, ""precision"": 0.8411764705882353, ""recall"": 0.8562874251497006, ""f1"": 0.8486646884272997, ""auc"": NaN, ""n_train"": 1292.0, ""n_test"": 322.0, ""n_train_active"": 664.0, ""n_train_inactive"": 628.0, ""n_test_active"": 167.0, ""n_test_inactive"": 155.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8209545603138281,0.8138508393568904,0.8436168221770176,0.8284131091403442,
CHRNA3,3,failed,[],,,,,
CHRNA5,0,failed,[],,,,,
SMPDL3A,0,failed,[],,,,,
GABPA,0,failed,[],,,,,
HRH1,972,success,"[{""fold"": 1, ""accuracy"": 0.8102564102564103, ""precision"": 0.8421052631578947, ""recall"": 0.8347826086956521, ""f1"": 0.8384279475982532, ""auc"": NaN, ""n_train"": 777.0, ""n_test"": 195.0, ""n_train_active"": 482.0, ""n_train_inactive"": 295.0, ""n_test_active"": 115.0, ""n_test_inactive"": 80.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 2, ""accuracy"": 0.8512820512820513, ""precision"": 0.8650793650793651, ""recall"": 0.9008264462809916, ""f1"": 0.8825910931174089, ""auc"": NaN, ""n_train"": 777.0, ""n_test"": 195.0, ""n_train_active"": 476.0, ""n_train_inactive"": 301.0, ""n_test_active"": 121.0, ""n_test_inactive"": 74.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 3, ""accuracy"": 0.8402061855670103, ""precision"": 0.8646616541353384, ""recall"": 0.8984375, ""f1"": 0.8812260536398467, ""auc"": NaN, ""n_train"": 778.0, ""n_test"": 194.0, ""n_train_active"": 469.0, ""n_train_inactive"": 309.0, ""n_test_active"": 128.0, ""n_test_inactive"": 66.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 4, ""accuracy"": 0.8195876288659794, ""precision"": 0.8319327731092437, ""recall"": 0.868421052631579, ""f1"": 0.8497854077253219, ""auc"": NaN, ""n_train"": 778.0, ""n_test"": 194.0, ""n_train_active"": 483.0, ""n_train_inactive"": 295.0, ""n_test_active"": 114.0, ""n_test_inactive"": 80.0, ""confusion_matrix"": [[0, 0], [0, 0]]}, {""fold"": 5, ""accuracy"": 0.845360824742268, ""precision"": 0.8503937007874016, ""recall"": 0.907563025210084, ""f1"": 0.8780487804878049, ""auc"": NaN, ""n_train"": 778.0, ""n_test"": 194.0, ""n_train_active"": 478.0, ""n_train_inactive"": 300.0, ""n_test_active"": 119.0, ""n_test_inactive"": 75.0, ""confusion_matrix"": [[0, 0], [0, 0]]}]",0.8333386201427437,0.8508345512538487,0.8820061265636614,0.8660158565137271,
SLCO1B1,16,failed,[],,,,,
SLCO2B3,0,failed,[],,,,,
SLCO2B1,33,failed,[],,,,,
